"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","TRABSCOR","ADNIMERGE","Key variables merged into one data table","-4","Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","mPACCtrailsB","ADNIMERGE","Key variables merged into one data table","-4","ADNI modified Preclinical Alzheimer's Cognitive Composite (PACC) with Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","ADASQ4_bl","ADNIMERGE","Key variables merged into one data table","-4","ADAS Delayed Word Recall","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_learning_bl","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Learning (trial 5 - trial 1)","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_forgetting_bl","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Forgetting (trial 5 - delayed)","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","RAVLT_perc_forgetting_bl","ADNIMERGE","Key variables merged into one data table","-4","RAVLT Percent Forgetting","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","LDELTOTAL_bl","ADNIMERGE","Key variables merged into one data table","-4","Logical Memory - Delayed Recall","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","DIGITSCOR_bl","ADNIMERGE","Key variables merged into one data table","-4","Digit Symbol Substitution","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","TRABSCOR_bl","ADNIMERGE","Key variables merged into one data table","-4","Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","mPACCdigit_bl","ADNIMERGE","Key variables merged into one data table","-4","ADNI modified Preclinical Alzheimer's Cognitive Composite (PACC) with Digit Symbol Substitution","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","mPACCtrailsB_bl","ADNIMERGE","Key variables merged into one data table","-4","ADNI modified Preclinical Alzheimer's Cognitive Composite (PACC) with Trails B","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","FLDSTRENG_bl","ADNIMERGE","Key variables merged into one data table","-4","MRI Field Strength","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
"","FSVERSION_bl","ADNIMERGE","Key variables merged into one data table","-4","FreeSurfer Software Version","-4","-4","-4","-4","","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2017-12-08 11:42:47.0"
